category_id,category_name,category_desc,create_time,update_time,create_id,update_id
28,南北泥塑彩绘,黏土塑形矿物颜料彩绘手艺，【详情】南北泥塑彩绘是以天然黏土为原料，手工塑形、阴干后施以矿物颜料彩绘的传统手工艺。天津泥人张与无锡惠山泥人是南北两大标杆流派。泥人张始于清代道光年间，以写实见长，塑造人物神形兼备，衣纹流畅自然，擅长表现市井人物、戏曲角色、历史名人，素以 “泥人有神” 著称。彩绘采用水粉色加胶调制，色彩明快但不艳丽，注重人物肤色与衣着的真实感。无锡惠山泥人则以 “大阿福” 为代表形象，造型圆润饱满，色彩大红大绿，对比强烈，充满江南乡土气息。惠山泥人分 “粗货”“细货” 两类：粗货是模具批量翻制、手工彩绘的儿童玩具，价格低廉；细货全手工捏塑、精工彩绘，多为戏曲人物或吉祥题材，每件独一无二。除两大流派外，还有河南浚县泥咕咕（黑底彩绘、哨子功能）、陕西凤翔泥塑（挂虎、坐虎）、河北玉田泥人（以戏剧人物为主）等地方流派。泥塑原料取自本地的河泥、塘泥或山土，需经过淘洗、沉淀、掺入棉絮或细沙增加韧性。塑形完成后在阴凉处缓慢阴干数日至数月，防止开裂。彩绘使用朱砂、石绿、石黄、白垩等天然矿物颜料，调配骨胶或蛋清作为粘合剂，色彩经久不褪。泥塑彩绘作品多为民俗摆件、节庆玩具、吉祥神像，是传统民居厅堂、庙宇佛龛中常见的装饰物。目前，泥人张与惠山泥人均已列入国家级非物质文化遗产。,2026/1/15 15:27,2026/1/30 10:51,1,1
29,漆器髹饰工艺,天然大漆反复髹涂器物工艺，【详情】漆器髹饰工艺是以天然生漆（漆树割取的乳白色汁液）为涂料，在木、竹、麻布、金属等胎体上反复髹涂、打磨、装饰的传统手工艺。天然生漆具有防腐、防潮、耐酸、耐热、硬度高、光泽持久等特性，一件漆器制品周期短则数月、长则数年。核心工序包括：制胎（木胎、夹纻胎、皮胎、金属胎等）、打底（用漆灰修补胎体缺陷）、髹漆（每刷一层生漆需在恒温恒湿的荫房中干燥数日，干燥后打磨再刷下一层，少则十数层、多则上百层）、装饰（彩绘、描金、螺钿镶嵌、雕漆、百宝嵌等）、推光（用植物油与细灰反复摩擦漆面直至镜面般光亮）。重要流派：福州脱胎漆器以麻布为胎，脱去内模后仅留漆布壳，轻便坚固，装饰技法以彩髹、印锦为主；扬州螺钿漆器将夜光贝、云母片裁切成极薄图案，镶嵌于漆面，光色流转富丽华贵；平遥推光漆器以手掌沾油推光漆面，反复推磨数十次直至漆面光可鉴人；北京雕漆在厚达数毫米的漆层上雕刻山水人物，刀法深邃。古代漆器专供宫廷陈设、礼器、佛具以及高档家具使用。现代漆器除保留高端艺术品外，也开发茶具、餐具、首饰盒、文房用品等生活器物。天然大漆具有致敏性，初学匠人几乎都会经历严重皮肤过敏，这也是漆器手艺传承困难的原因之一。2006 年，漆器髹饰技艺被列入第一批国家级非物质文化遗产名录。,2026/1/16 8:09,2026/2/1 14:17,1,1
30,个旧锡器锻制,纯锡高温锻打錾刻日用器具，【详情】个旧锡器锻制是以云南个旧出产的高纯度精锡为原料，经熔炼、压片、锻打、錾刻、抛光等工序制作日用器具的传统手工技艺。个旧素有 “锡都” 之称，锡矿储量丰富，锡器制作历史悠久。锡具有熔点低（约 232℃）、延展性好、无毒无味、耐腐蚀、保鲜防潮等特性。制作时先将精锡在坩埚中熔化，除去浮渣后浇铸成锡板或锡棒；然后反复加热锻打，使锡材密度均匀、厚度一致；再根据器型裁剪、弯折、焊接成型；最关键的是錾刻工序 —— 匠人手持自制錾子（平錾、尖錾、圆錾等），用小锤敲击，在锡器表面刻画出山水、花鸟、人物、东巴文字等纹样，錾刻深度、间距全凭手感。最后经过细砂纸打磨、棉布抛光，使锡器呈现银白色柔和光泽。产品包括锡壶（酒壶、茶壶）、锡碗、锡杯、锡茶叶罐、锡香炉、锡烛台、锡摆件等。锡茶叶罐密封性极佳，被茶人誉为 “存茶最佳容器”，可长久保持茶叶香气不散。个旧锡器是西南少数民族（尤其是彝族、哈尼族）传统日用手工艺品，婚嫁、祭祀中常见锡制礼器。近年来，锡器体验门店在大理、丽江等景区兴起，游客可在匠人指导下体验剪料、锻打、錾刻，完成一件小型锡器带走。但纯锡质地较软，易于变形，且原料价格逐年上涨，给锡器规模化传承带来挑战。个旧锡器制作技艺已列入云南省级非物质文化遗产名录。,2026/1/16 8:21,2026/2/2 15:39,1,1
31,白苗草木染织,天然植物原料布料防染工艺，【详情】白苗草木染织是指以白族扎染、苗族蜡染为代表的天然植物防染印花工艺，均在布料上形成蓝白相间的装饰纹样，不使用任何化学染料。白族扎染产于云南大理周城，工艺步骤：先将白布按设计图案进行捆扎、缝扎 —— 用棉线将布料扎成点、线、块的形状，扎得越紧防染效果越强。扎好后浸入板蓝根、蓼蓝等植物制作的靛蓝染缸中，常温冷染，反复浸染多次使蓝色层层加深。染好后拆开捆扎的线，被扎住的部分没有染上蓝色，留下白色原布，形成不规则的蓝白斑纹图案。扎染纹样具有自然晕染、不可复制的特点，每一件都是唯一的。苗族蜡染流行于贵州黔东南、湘西等地。工艺步骤：将蜂蜡或石蜡在金属容器中加热熔化，用铜制蜡刀（形状似小铲）蘸蜡液，在白布上手工绘出图案。蜡液冷却后凝固，形成防染层。然后将布料浸入蓝靛染缸冷染，染好后放入沸水中煮脱蜡，蜡层熔化脱落，露出白色图案。蜡染线条可以极细，传统图案有蝴蝶妈妈、鱼、鸟、龙、铜鼓纹等苗族图腾。两种工艺均使用板蓝根、蓼蓝等植物发酵制成的靛蓝染料，无化学成分，染出的蓝色沉稳耐看，不伤皮肤。扎染与蜡染是西南少数民族传统服饰的主力工艺，衣领、袖口、裙摆、头帕、背儿带等均有应用。目前，白族扎染与苗族蜡染均已列入国家级非物质文化遗产，且成为云南、贵州旅游文创的热门品类。,2026/1/17 9:46,2026/2/3 11:44,1,1
32,传统制墨技艺,松烟桐油古法炼烟制墨，【详情】传统制墨技艺以松烟墨和油烟墨两大体系为代表，核心产地在安徽黄山（徽墨）。松烟墨制作：选择老松木在窑中不完全燃烧，烟尘上升凝结在窑顶与窑壁，收集细密松烟。油烟墨制作：点燃桐油、菜籽油或猪油，油灯上方倒扣瓷碗收集油烟。烟料越细，墨质越好。将收集到的烟灰与优质牛皮胶或鹿胶按比例混合，加入麝香、冰片、金箔等名贵辅料（防腐、增香、增亮）。然后置于墨墩上反复杵捣数万次，使胶、烟、药完全融合，墨团致密均匀。杵捣后入模压制成型，脱模后放入木灰中或恒温室内缓慢阴干，时间长达数月甚至一年，防止开裂。阴干后的墨锭用刀具修整边角，再用金粉、银粉描绘文字与图案（描金）。古法制墨工序繁琐，一批墨从炼烟到成品至少半年以上，全凭手工经验控制火候、配比、捣杵力度与阴干湿度。徽墨拈来轻、磨来清、嗅来馨，特点是 “坚如玉、纹如犀、色如漆”，书画时墨色层次丰富、黑而不滞、历久不退。安徽黄山现存为数不多的古法炼烟制墨手艺人，大多年事已高，年轻人很少愿学。炼烟环节烟尘大、劳动强度高，且市场受墨汁产品冲击严重。2006 年，徽墨制作技艺被列入第一批国家级非物质文化遗产名录。近年来，非遗纪录片、文旅体验工坊的兴起，为传统制墨带来了一定关注与年轻人回流。,2026/1/17 9:57,2026/2/4 8:22,1,1
33,湖笔古法制作,山羊毛择料捆扎毛笔工艺，【详情】湖笔古法制作是浙江湖州善琏镇传承千年的毛笔制作技艺，被誉为 “笔中之冠”。湖笔选用特定品种的山羊颈背部细长锋毫，称为 “宿羊毫”，需经过精选、脱脂、择毛、齐毫、压毫、圆笔、修笔、装杆等上百道工序，其中核心是 “水盆” 工序：在盛水的水盆中，将羊毛逐根筛选、搭配，根据锋颖长短、粗细分区排列，剔除断毛、弯毛、杂毛。择毛师要在水中将每一根毛的锋颖对齐，形成毛笔尖端的 “锋颖柱”，决定毛笔的聚锋能力与弹性。然后是齐毫，将选好的毛料根部切齐；压毫，用线捆扎毛根形成笔头雏形；圆笔，将笔头搓圆使毛料均匀分布；修笔，用刀片剔除突出笔锋的杂毛。笔头干透后装入手工挖孔的木杆或竹杆中，用松香或乳胶固定。湖笔分为羊毫（软毫）、狼毫（硬毫）、兼毫（软硬混合）三大类，羊毫最软蓄墨强，适写楷书、隶书；狼毫劲健弹力足，适写行书、草书；兼毫介于两者之间。一支高档湖笔从选毛到完成需耗时数周甚至一月，择毛环节一人一天仅能完成几十支。湖州湖笔制作技艺于 2006 年入选国家级非物质文化遗产，目前善琏镇仍有数十户家庭作坊坚守古法，同时向书法用品市场持续供货。但工业化毛笔价格低廉，挤压古法湖笔生存空间，且择毛师平均年龄超过 50 岁，青年学徒极难招到。,2026/1/18 10:31,2026/2/5 12:57,1,1
34,泾县古法宣纸,青檀皮稻草山泉手工造纸，【详情】泾县古法宣纸是安徽泾县特产，以青檀树皮和沙田稻草为原料，辅以当地山泉活水，经一百多道手工工序制成，是国画、书法、木版水印、古籍修复的首选纸张。青檀皮提供纸的韧度与寿命，稻草提供白度与绵软。原料处理：青檀皮经石灰水浸泡、烈日曝晒、反复蒸煮，除去木质素与胶质；沙田稻草经腌沤、日晒、雨淋自然漂白，历时数月。然后分别碓打成浆，按比例混合（特净皮宣纸檀皮比例高达 80% 以上）。纸浆倒入纸槽加水搅匀，纸工手持竹帘伸入槽中抄起，前后左右晃动使纸浆均匀铺在帘上，提起竹帘即形成一张湿纸。每抄一张帘，叠放在一旁，层层码放至上千张。然后压榨去水，将纸帖用杠杆或千斤顶挤压排出大部分水分。最后逐张揭下，贴在焙笼或火墙上高温烘干。泾县古法宣纸纸质绵韧、洁白平滑、润墨均匀、不蛀不腐，有 “纸寿千年” 之誉。关键用料是当地山泉，水质硬度适中，含特定微量元素，直接决定宣纸的润墨效果，自来水无法替代。2006 年，宣纸制作技艺入选第一批国家级非物质文化遗产，并正在联合申报联合国教科文组织人类非遗。目前，泾县仍有数家纸坊坚持古法抄纸，但原料青檀皮价格上涨、年轻抄纸工流失、环保压力增大，是古法宣纸面临的现实困境。机器宣纸生产效率高数十倍，但润墨性与寿命远不及古法手工纸。,2026/1/18 10:42,2026/2/6 13:18,1,1
35,鲁锦土布纺织,农家手工纺纱老式织布织造，【详情】鲁锦土布纺织是山东菏泽、济宁等鲁西南地区农家传统手工纺织技艺。全流程从棉花开始：将籽棉去籽后弹松，用手摇纺车纺成棉线。纺出的线需经过络线、经线 —— 将线按设计花纹排列在经轴上，再穿入织布机的综框和筘齿中。织布机为老式木质踞织机（腰机）或踏板织机，梭子穿引纬线，脚踏提综、手推打筘，一梭一去织出布面。鲁锦纹样多由彩色棉线提前排列形成，无需后印染，常见条格纹、斗纹、合斗纹、枣花纹、狗牙纹等，纹样几何规则、色彩鲜艳，极具鲁西南乡土气息。布料厚实耐磨、吸汗透气，古时农家自用制作衣裤、被面、包袱皮、粮袋等，不买洋布。张秀莲等鲁锦匠人保存了全套老式织布机及经线、刷线、掏综、织造流程，并主动走进乡镇小学开设手工课，教孩子们认识棉线、学习简单织造。近年来，鲁锦被开发为沙发靠垫、桌旗、手包、笔记本封面等文创产品，对接城市中产消费市场。2008 年，鲁锦织造技艺被列入国家级非物质文化遗产。但鲁锦生产效率低，一匹布从纺线到织成动辄数周，靠织布维生难以糊口，年轻人基本不再学习。目前，鲁锦传承主要依靠中老年妇女农闲时织造，以及非遗进校园的公益推广。,2026/1/19 11:55,2026/2/7 16:04,1,1
36,荣昌夏布织造,苎麻原料手工绩纱织布工艺，【详情】荣昌夏布织造是重庆荣昌以苎麻为原料的手工绩纱、织造传统麻布的非遗技艺。夏布又称 “麻布”，具有轻薄、透气、散热、不粘身的特点，是夏季衣料的上品。核心工序在于绩纱：将苎麻茎皮剥下，刮去表皮，晒干后撕成细如发丝的麻纤维。绩纱匠人将多根麻纤维一根根首尾捻接，形成连续不断的长纱，全程手工，不可中断。绩好的纱经过牵经（按幅宽排列经纱）、穿筘、上机。织造时脚踏提综、手推梭子，纬纱与经纱交织成布。夏布织造密度以 “升” 表示，密度越高越精细，高档夏布可达 80 升以上，布面平整如绸。夏布原色为麻本色（米黄），也可用植物染料染成蓝、黑、灰等色。古代夏布广泛用于夏季衣裤、蚊帐、丧服（披麻戴孝）、书画装裱衬底。现代荣昌夏布除保留传统手织外，还开发了棉麻混纺新品种 —— 在苎麻纱中混入长绒棉，既保留夏布透气凉爽特性，又改善纯麻扎人、易皱的缺点，对接国内服饰品牌批量面料采购。荣昌夏布织造技艺于 2008 年列入国家级非物质文化遗产。目前当地建有夏布技艺传承所、夏布体验工坊，吸引青年设计师参与产品创新。但绩纱环节极度耗时，一位熟练绩纱工一天仅能绩出半日织造的用纱量，生产效率低下是最大短板。,2026/1/19 12:06,2026/2/8 9:51,1,1
37,龙舟木作工艺,整木掏空手工打造竞赛龙舟，【详情】龙舟木作工艺是中国南方水乡（以广东东莞、广州、湖南汨罗、福建福州为代表）的传统手工造船技艺，专用于制作端午竞赛龙舟。传统龙舟采用整根原木掏空成型，首选坤甸木、柚木或杉木。坤甸木密度大、耐水浸泡、不变形不腐烂，但极其沉重；杉木轻便浮力好但寿命较短。选材后，先将原木剖半，用斧、锛、刨挖出船体内腔，保留船底与两侧船帮，形成狭长如叶的船身。然后再拼接肋骨、坐板、花旁（船帮加高部分），船头安装龙头木雕，船尾安装龙尾。连接处不使用铁钉，全靠榫卯与藤扎固定，避免铁钉生锈松动。船身完成后需多次试水调整平衡，用桐油灰腻缝防水，最后涂刷桐油保护。传统龙舟长度少则十余米、多则超过三十米，可同时乘坐 20 至 60 名桡手。一艘龙舟从选材到完工需耗时一至两个月，全手工制作。林水生等龙舟匠人每年端午前集中赶造龙舟，供珠三角各地赛事使用。船下水前通常会举行隆重的祭河神、点睛仪式。随着现代玻璃钢龙舟的普及，传统木龙舟因造价高、重量大、维护麻烦而逐年减少。但木龙舟的划水感、共振声、仪式感是玻璃钢船无法替代的。目前，广东东莞、湖南汨罗等地仍保留少量龙舟木作作坊，多为家族代代传承，同时依托端午民俗旅游开展龙舟制作体验活动。,2026/1/20 13:20,2026/2/9 10:27,1,1
38,苏式糕点古法制作,江南中秋时令点心手工技艺，【详情】苏式糕点古法制作是以苏州为中心、辐射江南地区的传统时令点心手工技艺，代表品类包括苏式酥皮月饼、清明青团、重阳糕、松子黄千糕、枣泥麻饼等。苏式月饼的核心工艺是酥皮制作：水油皮包油酥心，反复折叠擀卷三次（俗称 “三折三”），形成数十层面皮薄如蝉翼。包入鲜肉、清水玫瑰、百果、椒盐等馅料，收口压扁，盖章后入炉烘烤。烘烤后酥皮层层分离，一碰即落、入口即化。鲜肉月饼必须现烤现吃，热时酥皮脆、肉馅鲜。清明青团则是采摘野生嫩艾草，焯水去涩后舂捣成泥，与糯米粉反复揉匀成翠绿面团，包入细豆沙或咸菜笋丁，垫箬叶上笼蒸熟。青团的绿色完全来自艾草，不添加任何色素，艾草香气浓郁。重阳糕以米粉蒸制，多层夹馅，表面撒红绿丝、瓜子仁、芝麻，取 “步步登高” 之意。苏式糕点严格执行 “时令” 传统 —— 青团只在清明前后制作，月饼只在中秋前后供应，过季不候。苏桂珍等古法面点师担任多家江南老字号糕点顾问，手把手教年轻面点师揉面、开酥、包馅。2023 年，苏式月饼制作技艺入选江苏省级非物质文化遗产。然而，古法糕点依赖手工，产量低、保质期短（鲜肉月饼常温不超过半天），与现代连锁店的冷链标准化产品存在市场冲突。,2026/1/20 13:31,2026/2/10 14:46,1,1
39,古法阿胶熬制,黑驴皮山泉慢火熬胶养生工艺，【详情】古法阿胶熬制是山东东阿以黑驴皮和当地山泉水为原料，经数十道工序慢火熬制成的胶块，是传统滋补养生类非遗代表。工艺流程：选择健康成年黑驴，取整张驴皮，用清水浸泡数日软化后，刮去皮下脂肪与残肉，仅留真皮层。然后将驴皮切块，用桑木柴火武火煮沸焯皮，去除腥味与浮沫。焯好的皮块放入铜锅中，加入东阿当地阿井水或山泉水，桑木文火慢熬，边熬边搅拌，不断撇去表面泡沫。熬煮数日后，皮块中的胶原蛋白逐步溶出成胶汤，过滤去渣，胶汤再回锅浓缩。浓缩至胶液挂铲、滴水成珠时，加入黄酒、冰糖、豆油等辅料，再次煮沸后倒入浅盘冷却凝固。凝固后的胶块切成标准小方块，置于阴凉通风处晾胶数周至数月，使胶块表面干燥、断面光亮。古法阿胶色如琥珀、质坚而脆、断面光滑、无腥臭气。赵守义等老胶工坚持铜锅银铲、桑木文火，不加速浓缩、不添加工业明胶，一锅胶熬制需九天九夜。2018 年，东阿阿胶制作技艺入选国家级非物质文化遗产。目前，古法阿胶面临原料黑驴皮价格持续上涨、养殖成本高、屠宰量不足的困境。市场上大量廉价阿胶产品使用牛皮、马皮甚至明胶代替驴皮，冲击古法阿胶的信誉。此外，年轻人滋补习惯变化，传统阿胶块需打粉烊化、服用麻烦，即食阿胶糕等深加工产品成为主流，古法阿胶块市场缩水明显。,2026/1/21 14:15,2026/2/11 15:13,1,1
40,畲族凤凰装刺绣,少数民族婚嫁礼服专属刺绣，【详情】畲族凤凰装刺绣是福建福安、霞浦等地畲族女性专用于婚嫁礼服的刺绣手艺，以凤凰为核心纹样，整套凤凰装包括上衣、裙子、围裙、头冠、绑腿等。凤凰装以黑色或青色土布为底，在衣领、衣襟、袖口、围裙、襟花等部位刺绣凤凰、蝴蝶、花卉、蝙蝠、铜钱等吉祥图案。刺绣针法以平绣为主，辅以锁绣、打籽绣、盘金绣，绣线色彩浓烈 —— 大红、翠绿、湖蓝、金黄、粉紫等对比鲜明，整体富丽堂皇。凤凰造型为畲族独有：昂首、展翅、长尾、衔书，传说凤凰曾救畲族祖先，因此成为族群图腾。雷凤仙等刺绣匠人不用画稿，全凭脑中图案直接下针，一套凤凰装从设计、备料、绣制到成衣需耗时数月至一年。凤凰装只在畲族新娘出嫁时穿着一次，婚后小心珍藏，传于女儿。除新娘外，畲族女性在盛大节日、祭祖活动、歌会中也会穿着凤凰装，以示身份与族群认同。制作凤凰装的布料、丝线、染料过去全部天然取材 —— 土布自织，丝线自染，染料来自植物与矿物。如今，受工业化绣品和现代婚纱冲击，畲族年轻女性在婚礼上选择凤凰装的比例逐年下降，凤凰装逐渐从日常婚嫁转向非遗展演、旅游拍照、收藏品。目前，畲族服饰（凤凰装）已被列入国家级非物质文化遗产，雷凤仙等传承人通过承接定制礼服、进校园教学、传习所带徒等方式，努力延续这根绣花针下的凤凰血脉。,2026/1/21 14:26,2026/2/12 11:38,1,1
41,古法藏香制作,高原草药柏木混合制香工艺，【详情】古法藏香制作是西藏拉萨、山南、日喀则等地以高原草药、柏木粉为原料，手工混合、挤制、干燥的传统制香技艺，专供藏传佛教寺院礼佛、诵经、祭祀、修行使用。原料包括柏木主干磨成的细粉作为基料，再配以数十种藏区高原草药与香料，如红白檀香、藏红花、丁香、肉豆蔻、甘松、乳香、安息香、雪莲、绿绒蒿等。部分药香配方源自古代藏医药典籍《四部医典》，认为特定香气可以净化空气、提神醒脑、驱除病邪。制作时将柏木粉与草药粉按秘方比例混合，加入适量水或药液搅拌均匀，揉成面团状香泥。将香泥装入牛角或金属制香筒中，通过挤香器挤出长条状湿香，整齐排列在晾香板上。阴干数日至数周，彻底干燥后切段、扎捆。藏香与汉地线香最大的区别在于不添加化学香精，燃烧时烟量小、气味醇和、有淡淡药香。藏香在藏传佛教中不仅是供养品，也是修行者的辅助品，被认为能净化修行环境、集中意念。除了寺院大量采购外，藏香也是藏区家庭日常用香，早晚煨桑（熏香）是藏族传统。目前，古法藏香已列入国家级非物质文化遗产。市场上出现大量工业香精调配的 “旅游藏香”，价格低廉但气味刺鼻，严重冲击古法藏香的声誉和销售。正规藏香工坊坚持手工、纯天然原料，但成本高、定价高，消费者难以辨别真假，传承人收入不稳定。,2026/1/22 15:49,2026/2/13 8:07,1,1
42,传统狮头扎作,竹篾裱布手工制作醒狮头，【详情】传统狮头扎作是广东佛山、广州等地以竹篾为骨架、多层纱布裱糊、彩绘装饰制作南狮（醒狮）狮头的传统手工技艺。狮头扎作基本流程：先用竹篾弯曲、绑扎出狮头立体骨架，包括额头、鼻梁、脸颊、下颌、双角等部位，骨架必须对称且轻便结实。篾骨之间用纱纸搓成的细绳或铁丝扎紧，不用胶水。骨架完成后，用多层纱纸或纱布裱糊，每裱一层待干后再裱下一层，共裱三层以上，使狮头硬挺耐用。干燥后用猪血和桐油灰腻平接缝，打磨光滑。然后进行彩绘：用红、黄、黑、绿、金、银等色漆绘制花纹，眉心画明镜，额头、双颊、下颌画火焰纹、祥云纹。最后装饰：粘贴绒球、镜片、兔毛（或人造毛）做眉毛与胡须，安装活动眼珠与耳朵内衬，连接下颚使其开合。狮头嘴内设置控制线，舞狮者可通过拉线控制眼睛眨动与耳朵抖动。南狮狮头造型威猛，额头饱满、狮口阔张，分为刘备狮（黄底花面）、关羽狮（红底黑花）、张飞狮（黑底黑花）等角色，各有性格象征。黄锦洪等扎作匠人总结的尺寸比例与扎作步骤已编入广东省中小学非遗校本教材。目前，传统狮头扎作被列入国家级非物质文化遗产，佛山仍有十余家狮头作坊坚持手工制作。但由于机械批量生产的玻璃钢狮头成本极低、耐用且防水，传统竹篾狮头市场份额不断萎缩，传承人老龄化严重。,2026/1/22 15:58,2026/2/14 12:22,1,1
43,民间面塑手艺,小麦面团塑形民俗小摆件，【详情】民间面塑手艺是以小麦面粉、糯米粉为主料，加水调色后手工捏制各种戏曲人物、生肖动物、花卉瓜果、神话角色等小型摆件的传统手工技艺，俗称 “捏面人”。面塑原料制作：将面粉、糯米粉、食盐、防腐剂按比例混合，加开水烫熟并充分揉匀成光滑面团。食盐主要起保湿防裂作用。面团趁热分成小块，调入不同矿物或食用色素（红、黄、蓝、绿、黑、白等）。塑形时，艺人以骨签或竹签作为骨架，将彩色面泥逐一捏、搓、揉、压、挑、滚、拨，从整体到局部逐步成形。人物面塑重点刻画面部表情与衣纹动态，动物面塑讲究动态与神韵。面塑作品尺寸多数在 3 至 10 厘米之间，便携小巧。成品自然阴干后表面坚硬，可长期保存。面塑艺人多在北方庙会、集市、公园门口摆摊，现场捏制，随捏随卖，价格低廉，深受儿童喜爱。传统题材有孙悟空、猪八戒、关公、财神、十二生肖、八仙过海等。与其他非遗不同，面塑门槛相对较低，面团和颜料成本低廉，学习周期较短，因此从业者数量较多，但高水平艺人依然稀缺。面塑目前多数归入省级或市级非物质文化遗产，尚未统一进入国家级名录。市场化方面，面塑已发展为景区文创、DIY 体验课程、幼儿园手工材料包等产品形式。但面塑保存困难，遇潮发霉、干燥开裂、碰撞破碎，是长期难题，部分艺人尝试以树脂、软陶代替面团，但失去了 “面” 的本真性。,2026/1/23 8:37,2026/2/15 13:49,1,1
44,传统缂丝织造,通经断丝高端丝织非遗工艺，【详情】传统缂丝织造是一种 “通经断纬” 的手工丝织工艺，以生丝为经线、彩色熟丝为纬线，在木机上织造，成品花纹正反两面相同，边缘镂空如雕刻，故有 “一寸缂丝一寸金” 之说。工艺流程：首先将生丝按固定密度拉经上机，绷紧于织机前后轴。织造时，用小梭子将各色纬线按图案分段织入，每织一段颜色就剪断换梭，不横穿整个幅宽，形成 “断纬” 效果。图案边缘因纬线回折形成镂空缝隙，即为 “通经断纬”。缂丝可以自由变换颜色，实现极复杂的书画原作复制效果。古代缂丝主要用于宫廷书画装裱（包首、轴头）、龙袍衣袖、屏风、扇面、挂屏、佛像幡帐等。宋代缂丝达到艺术高峰，明代缂丝以宣德、成化年间御用缂丝为精，清代缂丝用于大量宫廷服饰。由于全手工织造且断纬工序繁复，一名熟练缂丝工一天仅能织出几厘米，一件缂丝屏风需耗时数年。2006 年，缂丝织造技艺被列入第一批国家级非物质文化遗产，2009 年入选联合国教科文组织人类非遗。目前国内掌握缂丝全套技艺的匠人不足百人，主要集中在江苏苏州、浙江杭州、湖南长沙等地。缂丝价格极其昂贵，市场极小，全靠高端收藏品与博物馆复刻订单维持。年轻人的培养需数年才能独立上手织造，且收入与付出严重不成比例，后继乏人是缂丝保护面临的最大难题。,2026/1/23 8:48,2026/2/16 16:31,1,1
45,手工油纸伞制作,竹骨棉纸桐油防雨制伞，【详情】手工油纸伞制作是以竹为骨、棉纸为面、涂刷桐油防雨的传统制伞技艺，流传于四川泸州、浙江余杭、云南腾冲、江西婺源、福建福州等地。工艺流程：选五年以上楠竹或毛竹，劈成细竹条，经削刮、打磨、钻孔制成伞骨。伞骨分为长骨（支撑伞面）和短骨（支撑撑开结构），以竹制伞头连接，伞骨数量从 24 根到 48 根不等。伞骨组装后形成伞架，在伞架上糊裱手工棉纸或桑皮纸，糊两层至三层，每层干透后再糊下一层。干燥后，在纸面上绘制花鸟、山水、人物等图案（也可不绘）。最关键的是涂刷桐油：将生桐油熬制成熟桐油（降低粘度、加快干性），用刷子均匀涂刷在伞面，每刷一层晒干后再刷下一层，共刷二至三层。桐油完全干透后，伞面金黄半透明、防水、抗拉、耐腐。最后安装伞柄、伞托、伞带，完成。手工油纸伞既可防雨实用，也是婚嫁喜庆中 “油纸” 谐音 “有子” 的吉祥物，还是江南雨巷、汉服拍照、民俗表演的重要道具。2008 年，油纸伞制作技艺被列入国家级非物质文化遗产。现代雨伞普及后，油纸伞的实用市场基本消失，目前主要依靠旅游纪念、文化演出、婚庆定制、汉服配饰等市场生存。制作一把油纸伞需耗时数天，售价数百元至上千元，远高于普通雨伞，受众有限。,2026/1/24 9:22,2026/2/17 9:15,1,1
46,客家竹蒸笼工艺,细竹拼接日用厨具手工技艺，【详情】客家竹蒸笼工艺是广东梅州、福建龙岩、江西赣州等客家聚居区以竹子为原料，手工制作蒸笼的传统厨具技艺。客家人喜食蒸菜、蒸饭、蒸粿，竹蒸笼是厨房必备品。选材以三年以上毛竹为佳，竹节长、纤维致密。将竹子锯断、破开、刨平，制成宽窄一致的竹片。蒸笼圈壁用整条竹片弯成圆环，接头处用竹销钉固定，不使用铁钉。蒸笼底用细竹条或竹篾编织成网格状，透气均匀。上下圈壁可叠放形成多层蒸笼。笼盖用竹篾编成拱形骨架，外糊纱纸或棕叶。成品竹蒸笼蒸食物时不积水、不串味、透气性好，且竹子本身有淡淡清香。与传统金属蒸笼相比，竹蒸笼蒸出的点心更蓬松、不塌陷、底部不湿。客家竹蒸笼全部依靠竹木咬合与竹销固定，无金属件，防止长期使用生锈污染食物。客家地区许多家庭至今保留使用竹蒸笼的习惯。传统竹蒸笼工艺已列入广东、福建省级非遗，但目前面临的挑战是：现代厨房更青睐不锈钢蒸锅（易清洗、耐用），竹蒸笼需要定期晾晒防霉、清洗后不能浸泡，养护麻烦，年轻家庭购买意愿低。同时，竹蒸笼制作依赖手工弯圈、打销，效率低，年轻人不愿进入这个劳动强度大、利润薄的传统行业。,2026/1/24 9:33,2026/2/18 10:08,1,1
