news_id,title,content,user_id,status,summary,publish_time,create_time,update_time
34,西双版纳玉喃罕孔雀舞傣历新年专场演出,傣历泼水节开幕式上，玉喃罕作为官方首席表演艺术家，在万人主舞台领衔演出孔雀舞专场。她身着仿孔雀羽衣，在象脚鼓与铓锣的节奏中舒展双臂、轻柔旋转，将孔雀梳羽、晒翅、饮水、抖尾等动态演绎得惟妙惟肖。整场演出持续近一小时，上万名各族群众及游客到场观演。西双版纳文旅局全程录制演出存档，并计划将该视频作为傣族非遗对外宣传片。玉喃罕表示，孔雀舞不是简单的模仿鸟，而是傣家人对美与圣洁的最高敬意。,editor1,published,傣历泼水节开幕式上，玉喃罕在万人主舞台领衔演出孔雀舞专场，整场演出持续近一小时，上万名群众及游客到场观演，演出全程被录制存档，作为傣族非遗对外宣传片。,2025/6/18,2026/6/7 17:00,2026/6/7 17:32
35,怀化吴大山傩面雕刻新品亮相湘西非遗展,6 月 19 日，吴大山全新创作的桃木傩神面具系列作品亮相湘西非遗博览会。此次展出的面具包括傩公、傩母、开山、二郎神等传统形象，采用老桃木一刀一凿手工雕刻，面具或狰狞、或威严、或诙谐，须发皆动、眼神慑人。展会现场还安排了原生态傩舞表演，演员佩戴吴大山的面具，伴随牛角号与鼓声跳跃起舞，还原了上古驱鬼逐疫的祭祀场景。吴大山表示，傩面不是工艺品，是神的脸，不能随便刻。每刻一张面具前，他都要净手焚香，这是规矩。,editor1,published,2025 年 6 月 19 日，吴大山全新创作的桃木傩神面具系列作品亮相湘西非遗博览会，展会现场同步安排原生态傩舞表演，还原上古祭祀场景，吴大山表示傩面雕刻有严格的传统规矩。,2025/6/19,2026/6/7 17:00,2026/6/7 17:32
36,巴音郭楞巴图江格尔史诗草原那达慕汇演,新疆那达慕大会开幕当天，巴图在草原主舞台上以马头琴自拉自唱，完整演绎《江格尔》英雄史诗选段。他的嗓音苍凉浑厚，唱至江格尔汗率十二勇士冲锋陷阵时，琴声急促如马蹄踏地；唱至宝木巴家园宁静祥和时，琴声悠扬如草原夜风。全场数千名牧民与游客静坐聆听，不少人眼眶湿润。大会组委会现场收录了实况音频，计划作为蒙古族非遗代表性作品永久保存。巴图表示，江格尔不是背词念稿，是祖先在嗓子里的回声。,editor1,published,新疆那达慕大会开幕当天，巴图在草原主舞台自拉自唱《江格尔》英雄史诗选段，全场数千名牧民与游客静坐聆听，实况音频被收录作为蒙古族非遗代表性作品永久保存。,2025/6/20,2026/6/7 17:00,2026/6/7 17:32
37,克孜勒苏阿依古丽玛纳斯史诗数字化录制,6 月 21 日，阿依古丽在新疆非遗保护中心完成全本《玛纳斯》史诗的高清数字化录制。她连续三天每天演唱数小时，完整记录下史诗前四部的唱词、曲调及库姆孜琴伴奏，总时长超过二十个小时。所有音视频文件经整理后存入新疆非遗数字博物馆，实现永久馆藏。阿依古丽在录制中坚持不用提词器，全部凭记忆一气呵成。她表示，玛纳斯是柯尔克孜族的命根子，这部史诗录下来，子子孙孙都能听到祖辈的声音。,editor1,published,2025 年 6 月 21 日，阿依古丽完成全本《玛纳斯》史诗的高清数字化录制，总时长超二十小时，所有音视频文件存入新疆非遗数字博物馆永久馆藏，录制全程凭记忆一气呵成，未使用提词器。,2025/6/21,2026/6/7 17:00,2026/6/7 17:32
38,北京闫卫国景泰蓝非遗走进首都高校美育课堂,6 月 22 日，闫卫国受清华大学、北京大学等高校邀请，正式开设景泰蓝手工选修课。课程内容包括铜胎制胎、扁铜丝掐花、焊丝、点蓝、烧蓝、磨光、镀金等核心工序，每节课均有实操环节。闫卫国在清华美院课堂上手把手教学生用镊子弯折铜丝，拼出一朵简单的牡丹花。他表示，宫廷珐琅工艺过去只在工坊里传，现在走进大学课堂，是好事。很多学生第一次接触景泰蓝，才知道那层蓝色不是颜料，是高温烧出来的玻璃质釉料。该课程每学期限招 30 人，每次开课均秒光。,editor1,published,2025 年 6 月 22 日，闫卫国受清华、北大等高校邀请，正式开设景泰蓝手工选修课，课程包含景泰蓝制作全流程核心工序与实操环节，每学期限招 30 人，每次开课均秒光。,2025/6/22,2026/6/7 17:00,2026/6/7 17:32
39,青神周竹青竹编茶具新品上市远销江浙沪,6 月 23 日，周竹青超细竹丝便携茶具系列正式量产上市。该系列包括茶杯、茶壶、茶托、茶叶罐，全由慈竹丝手工编织成型，外覆天然生漆，既防水又不失竹材本色。产品定位轻便、易携带，适合差旅及户外使用。首批上市后迅速在苏州、杭州、上海等地的茶空间及文创店热销，一个月内出货超过两千套。周竹青表示，竹编不能只做篮筐，要进茶席。他希望通过这把竹编壶，让年轻人重新认识青神竹编。,editor1,published,2025 年 6 月 23 日，周竹青超细竹丝便携茶具系列正式量产上市，产品全手工编织成型，外覆天然生漆，首批上市后在江浙沪地区热销，一个月内出货超两千套。,2025/6/23,2026/6/7 17:00,2026/6/7 17:32
40,湖州沈笔农湖笔古法技艺影像采集工作完成,6 月 24 日，湖州非遗中心宣布完成对沈笔农全流程制笔技艺的影像采集工作。摄制组跟拍近两个月，从羊毛、黄鼠狼毛的逐根筛选、分类、水盆齐毫，到压毫、圆笔、修笔、上胶、装杆，共计记录上百道工序。所有素材将用于制作教学视频、展览展示及申报国家级非遗的支撑材料。沈笔农在水盆前日复一日择毛的身影，被镜头一一捕捉。他表示，湖笔是功夫活，机器代替不了择毛那双手。有了这套影像，至少后人知道一支好笔是怎么做出来的。,editor1,published,2025 年 6 月 24 日，湖州非遗中心完成对沈笔农全流程制笔技艺的影像采集工作，跟拍近两个月，记录上百道制笔工序，所有素材将用于教学视频、展览展示及国家级非遗申报。,2025/6/24,2026/6/7 17:00,2026/6/7 17:32
41,泾县曹顺安古法宣纸春捞开工仪式举办,6 月 25 日，泾县春季古法宣纸开工祭祀仪式在曹顺安纸坊举行。曹顺安身着传统服装，祭拜纸槽、纸帘与山泉，祈求一年抄纸顺利。仪式后，他现场演示了青檀皮浆与草浆的配比、竹帘抄纸、压榨去水、火墙烘干等工序，各地书画名家到场见证。开工素材经整理后入安徽非遗档案。曹顺安表示，宣纸是书画的底子，底子不好，画家功夫白费。他坚持只用山泉活水抄纸，不用自来水，这是对百年老字号的交代。,editor1,published,2025 年 6 月 25 日，泾县春季古法宣纸开工祭祀仪式在曹顺安纸坊举行，曹顺安现场演示古法宣纸制作全流程，各地书画名家到场见证，开工素材整理后入安徽非遗档案。,2025/6/25,2026/6/7 17:00,2026/6/7 17:32
42,济南刘长顺山东梆子新排传统历史大戏,6 月 26 日，刘长顺带领民间剧团新排大型山东梆子历史剧目《烽火鲁西南》，并在济南多个社区开展公益巡回演出。全剧以梆子腔高亢激越的唱腔为特色，刘长顺亲自主演老生角色，唱念做打一丝不苟。每场演出结束后，他都会留下来与观众交流梆子唱腔特点，并现场教唱一小段。他表示，剧团没有固定拨款，靠红白喜事和社区请戏维持，但只要有人听，他就一直唱下去。这次新排大戏，就是想让山东梆子再立一台柱子戏。,editor1,published,2025 年 6 月 26 日，刘长顺带领民间剧团新排山东梆子历史剧目《烽火鲁西南》，在济南多个社区开展公益巡回演出，刘长顺亲自主演，每场演出后与观众交流并现场教唱，推广山东梆子艺术。,2025/6/26,2026/6/7 17:00,2026/6/7 17:32
43,西安马喜成秦腔脸谱手绘文创产品开发,6 月 27 日，马喜成与西安文创公司正式签约，开发秦腔脸谱系列文创产品，包括手绘书签、脸谱摆件、冰箱贴、T 恤印花等。所有产品以马喜成手绘脸谱原稿为蓝本，保留秦腔脸谱粗犷豪放的西部风格。首批产品已在西安回民街、大唐不夜城等景区上架，成为游客热捧的伴手礼。马喜成表示，秦腔脸谱不只是演员画的油彩，它背后是红忠白奸黑耿直的老规矩。做文创不丢人，但要让人看懂这个规矩。,editor1,published,2025 年 6 月 27 日，马喜成与西安文创公司签约开发秦腔脸谱系列文创产品，所有产品以其手绘脸谱原稿为蓝本，首批产品已在西安各大景区上架，成为热门旅游伴手礼。,2025/6/27,2026/6/7 17:00,2026/6/7 17:32
44,安庆陈桂英黄梅戏天仙配校园巡回演出,6 月 28 日，陈桂英带领黄梅戏学堂学员，走进皖西南 20 所中小学，巡回演出经典剧目《天仙配》选段。每场演出前，陈桂英都会用十分钟讲解黄梅戏唱腔特点与七仙女的故事背景。演出中她亲自担纲七仙女一角，嗓音甜润婉转，身段优美动人。不少学生是第一次现场看黄梅戏，结束后纷纷围住陈桂英学唱 “树上的鸟儿成双对”。陈桂英表示，黄梅戏不能只留在剧场的红绒幕布后面，要送到学校操场上去，让娃娃们从小听、跟着唱。,editor1,published,2025 年 6 月 28 日，陈桂英带领黄梅戏学堂学员走进皖西南 20 所中小学，巡回演出《天仙配》选段，每场演出前讲解黄梅戏相关知识，演出后教学生学唱经典唱段，推广黄梅戏艺术。,2025/6/28,2026/6/7 17:00,2026/6/7 17:32
45,东莞林水生端午龙舟建造完工试水珠江,6 月 29 日，林水生手工打造的十艘标准竞赛龙舟全部完工，并在珠江支流水域成功试水。这批龙舟采用整根坤甸木做龙骨，船身狭长如叶，不施铁钉，全靠榫卯与藤扎固定。试水当天，每条龙舟配 22 名桡手，划桨整齐划一，船速极快。龙舟将分别交付珠三角各地端午龙舟赛使用。林水生站在岸边看着新龙舟劈波斩浪，眼含热泪。他说，东莞龙舟不但是比赛，更是乡情。只要有人订，他就会一直造下去。,editor1,published,2025 年 6 月 29 日，林水生手工打造的十艘标准竞赛龙舟全部完工，在珠江支流水域成功试水，这批龙舟采用整根坤甸木做龙骨，全靠榫卯与藤扎固定，将交付珠三角各地端午龙舟赛使用。,2025/6/29,2026/6/7 17:00,2026/6/7 17:32
46,苏州苏桂珍苏式月饼古法技艺入选苏州市级非遗,6 月 30 日，苏桂珍酥皮月饼古法制作工艺正式入选苏州市级非物质文化遗产代表性项目。该工艺以水油皮包油酥心、反复折叠擀卷形成数十层面皮为特色，烘烤后一碰即落、入口即化。苏桂珍本人同时被认定为该项目代表性传承人。她供职的江南老字号糕点企业随即宣布，今年中秋月饼全线启用苏桂珍古法配方生产。苏桂珍表示，入选非遗不是终点，是要让人记住苏式月饼和广式月饼不一样，酥皮会掉渣，那才是老苏州的味道。,editor1,published,2025 年 6 月 30 日，苏桂珍酥皮月饼古法制作工艺正式入选苏州市级非遗代表性项目，苏桂珍被认定为项目代表性传承人，其供职的老字号企业宣布今年中秋月饼全线启用该古法配方生产。,2025/6/30,2026/6/7 17:00,2026/6/7 17:32
47,杭州郑春兰清明青团民俗工艺城市推广,7 月 1 日，郑春兰受邀在杭州多家大型商超开设清明青团现场制作体验区，虽然清明已过，但民俗推广活动依然火热。她现场演示从艾草焯水、舂捣、揉面、包馅到蒸制的全过程，并邀请顾客亲手捏一个青团。许多年轻家长带着孩子围在工作台前，第一次知道青团的绿色来自艾草而不是色素。郑春兰表示，青团不光是清明吃的点心，也是江南人跟自然节气的对话。她希望通过商超这个窗口，让更多城里人重新认识寒食点心的老传统。,editor1,published,2025 年 7 月 1 日，郑春兰受邀在杭州多家大型商超开设清明青团现场制作体验区，现场演示青团制作全流程，邀请顾客亲手体验，向城市居民推广清明青团民俗工艺与传统寒食文化。,2025/7/1,2026/6/7 17:00,2026/6/7 17:32
48,福安蓝秀凤畲医畲药山区公益义诊周,7 月 2 日起，蓝秀凤在福建宁德山区开展为期一周的免费畲医畲药义诊活动。她每天背着药筐走村入户，为留守老人、儿童看诊，主要处理风湿骨痛、疔疮疖肿、胃肠不适等山区常见病。她使用的药物多为自采自制的干草药，成本低但疗效确凿。义诊之余，她同步采集本土草药、整理畲族民间验方，记录下主治功效与用法。蓝秀凤表示，畲医没有执照，但有效就是硬道理。她希望这一周义诊不只是看病，更是把畲药这张单方留在纸上。,editor1,published,2025 年 7 月 2 日起，蓝秀凤在福建宁德山区开展为期一周的免费畲医畲药义诊活动，每天走村入户为留守老人、儿童看诊，同步采集本土草药、整理畲族民间验方，抢救畲医药文化遗产。,2025/7/2,2026/6/7 17:00,2026/6/7 17:32
49,洛阳郭福来唐三彩仿古作品亮相河南博物院,7 月 3 日，郭福来仿古唐三彩系列作品正式入驻河南博物院临时展厅，包括三彩马、骆驼、仕女俑、天王俑等典型器型。每件作品均严格按照唐代低温铅釉配方与窑烧工艺制作，釉色自然流淌、交融斑驳，达到 “入窑一色、出窑万彩” 的古韵。郭福来在展厅现场开展科普讲解，向观众介绍唐三彩胎土、釉料与烧制温度的关系。他表示，仿古不是造假，是用古人的规矩做给今天的人看。博物院认可他的作品，说明唐代釉烧的手艺没有断。,editor1,published,2025 年 7 月 3 日，郭福来仿古唐三彩系列作品正式入驻河南博物院临时展厅，作品严格遵循唐代工艺制作，呈现典型的唐代唐三彩古韵，郭福来在展厅现场开展科普讲解，推广唐三彩文化。,2025/7/3,2026/6/7 17:00,2026/6/7 17:32
50,五指山黎小花黎族树皮布非遗进海南景区,7 月 4 日，黎小花在海南五指山风景区内正式设立树皮布体验工坊。游客可在工坊内亲手体验从剥树皮、浸泡、反复捶打到晾干的全过程，了解黎族先民 “无纺成衣” 的原始纺织技艺。黎小花现场演示用木槌捶打榕树皮，将粗糙的树皮逐渐捶打成柔韧可缝的树皮布。她表示，树皮布是黎族的根，六千年传下来的手艺不能在景区里摆拍。体验工坊不设门票，只收材料费，希望能让更多人捶上一槌。,editor1,published,2025 年 7 月 4 日，黎小花在海南五指山风景区设立树皮布体验工坊，游客可亲手体验树皮布制作全流程，了解黎族原始纺织技艺，工坊不设门票，仅收取材料费，向游客推广黎族树皮布非遗文化。,2025/7/4,2026/6/7 17:00,2026/6/7 17:32
51,荣昌吴守业夏布新品开发棉麻混纺非遗面料,7 月 5 日，吴守业正式发布棉麻混纺新型夏布面料。该新品在传统纯苎麻夏布的基础上，按比例混入长绒棉纱，既保留了夏布透气凉爽、吸湿快干的特性，又改善了纯麻扎人、易皱的缺点。新品已对接国内多家服饰品牌，实现批量面料采购，首批订单超过五千米。吴守业表示，夏布要活下去，不能只做老粗布，也得进时装店。他希望通过混纺这条路，让夏布从非遗仓库走进现代衣柜。,editor1,published,2025 年 7 月 5 日，吴守业正式发布棉麻混纺新型夏布面料，新品既保留了传统夏布的优良特性，又改善了纯麻面料的缺点，已对接国内多家服饰品牌，首批订单超五千米。,2025/7/5,2026/6/7 17:00,2026/6/7 17:32
52,东阿赵守义阿胶古法熬制入选山东养生非遗,7 月 6 日，赵守义古法阿胶熬制工艺正式入选山东省级养生类非物质文化遗产代表性项目。该工艺坚持使用整张黑驴皮，以铜锅银铲、桑木文火慢熬九天九夜，不加速、不勾兑。赵守义同时被认定为该项目代表性传承人。位于东阿的阿胶文化博览馆随即宣布常态化对外开放，游客可现场观看熬胶过程并参与切胶、晾胶体验。赵守义表示，阿胶不是快消品，古法熬胶不是做样子，是拿火候和良心换出来的。,editor1,published,2025 年 7 月 6 日，赵守义古法阿胶熬制工艺正式入选山东省级养生类非遗代表性项目，赵守义被认定为项目代表性传承人，东阿阿胶文化博览馆同步宣布常态化对外开放，游客可现场体验阿胶制作过程。,2025/7/6,2026/6/7 17:00,2026/6/7 17:32
53,福安雷凤仙畲族凤凰装刺绣定制民俗礼服,7 月 7 日，雷凤仙正式承接多地畲族婚嫁凤凰装定制业务。她以黑色或青色土布为底，在衣领、衣襟、袖口、围裙等处刺绣凤凰、蝴蝶、花卉等传统纹样，针法包括平绣、锁绣、打籽绣，立体饱满。每套凤凰装纯手工绣制，从设计到完成需要三到五个月。雷凤仙表示，凤凰装是畲族新娘一辈子的骄傲，不能简化、不能偷工。她坚持保留原生纹样与配色，不迎合商业化快单。只要新娘穿上她绣的凤凰装，这门手艺就会代代相传。,editor1,published,2025 年 7 月 7 日，雷凤仙正式承接多地畲族婚嫁凤凰装定制业务，每套凤凰装纯手工绣制，坚持保留传统原生纹样与配色，不迎合商业化快单，致力于畲族凤凰装刺绣技艺的传承。,2025/7/7,2026/6/7 17:00,2026/6/7 17:32
54,全国非遗数字化采集项目全面落地各省区县,7 月 8 日，全国文旅系统非遗数字化保护项目宣布全面落地各省市县。该项目由中央财政专项资金支持，涵盖传承人访谈录音、传统技艺实拍、民俗活动全程录制、口述史采集等内容。各省非遗保护中心陆续组织专业团队，深入到县、乡、村一级，对国家级、省级及市县级非遗项目进行系统化数字化建档。所有数据经过加密与标准化处理，上传至全国非遗云端数据库，实现线上永久查阅与共享。该项目的全面落地，标志着中国非遗保护正式从纸质档案时代迈入大数据存储与活态传播的新阶段。未来，即便是偏居深山、口传心授的濒危非遗项目，也将拥有永不褪色的数字档案。,editor1,published,2025 年 7 月 8 日，全国文旅系统非遗数字化保护项目宣布全面落地各省市县，项目由中央财政专项资金支持，涵盖非遗全维度内容采集，所有数据上传至全国非遗云端数据库，标志着中国非遗保护迈入大数据存储与活态传播新阶段。,2025/7/8,2026/6/7 17:00,2026/6/7 17:32
